Año;Numero de Mes;Mes;Destino;Volumen Exportado (kg);Valor FOB (USD);Precio FOB por kg (USD)
2022;4;Abril;Lebanon;;;
2022;4;Abril;Others;;;
2022;4;Abril;Spain;;;
2022;4;Abril;Syria;;;
2022;4;Abril;USA;;;
2022;5;Mayo;Chile;;;
2022;5;Mayo;Lebanon;;;
2022;5;Mayo;Others;;;
2022;5;Mayo;Spain;;;
2022;5;Mayo;Syria;;;
2022;5;Mayo;USA;;;
2022;6;Junio;Chile;;;
2022;6;Junio;Lebanon;;;
2022;6;Junio;Others;;;
2022;6;Junio;Spain;;;
2022;6;Junio;Syria;;;
2022;6;Junio;USA;;;
2022;7;Julio;Chile;;;
2022;7;Julio;Lebanon;;;
2022;7;Julio;Others;;;
2022;7;Julio;Spain;;;
2022;7;Julio;Syria;;;
2022;7;Julio;USA;;;
2022;8;Agosto;Chile;;;
2022;8;Agosto;Lebanon;;;
2022;8;Agosto;Others;;;
2022;8;Agosto;Spain;;;
2022;8;Agosto;Syria;;;
2022;8;Agosto;USA;;;
2022;9;Septiembre;Chile;;;
2022;9;Septiembre;Lebanon;;;
2022;9;Septiembre;Others;;;
2022;9;Septiembre;Spain;;;
2022;9;Septiembre;Syria;;;
2022;9;Septiembre;USA;;;
2022;10;Octubre;Chile;;;
2022;10;Octubre;Lebanon;;;
2022;10;Octubre;Others;;;
2022;10;Octubre;Spain;;;
2022;10;Octubre;Syria;;;
2022;10;Octubre;USA;;;
2022;11;Noviembre;Chile;;;
2022;11;Noviembre;Lebanon;;;
2022;11;Noviembre;Others;;;
2022;11;Noviembre;Spain;;;
2022;11;Noviembre;Syria;;;
2022;11;Noviembre;USA;;;
2022;12;Diciembre;Chile;;;
2022;12;Diciembre;Lebanon;;;
2022;12;Diciembre;Others;;;
2022;12;Diciembre;Spain;;;
2022;12;Diciembre;Syria;;;
2022;12;Diciembre;USA;;;
2023;1;Enero;Chile;;;
2023;1;Enero;Lebanon;;;
2023;1;Enero;Others;;;
2023;1;Enero;Spain;;;
2023;1;Enero;Syria;;;
2023;1;Enero;USA;;;
2023;2;Febrero;Chile;;;
2023;2;Febrero;Lebanon;;;
2023;2;Febrero;Others;;;
2023;2;Febrero;Spain;;;
2023;2;Febrero;Syria;;;
2023;2;Febrero;USA;;;
2023;3;Marzo;Chile;;;
2023;3;Marzo;Lebanon;;;
2023;3;Marzo;Others;;;
2023;3;Marzo;Spain;;;
2023;3;Marzo;Syria;;;
2023;3;Marzo;USA;;;
2023;4;Abril;Chile;;;
2023;4;Abril;Lebanon;;;
2023;4;Abril;Others;;;
2023;4;Abril;Spain;;;
2023;4;Abril;Syria;;;
2023;4;Abril;USA;;;
2023;5;Mayo;Chile;;;
2023;5;Mayo;Lebanon;;;
2023;5;Mayo;Others;;;
2023;5;Mayo;Spain;;;
2023;5;Mayo;Syria;;;
2023;5;Mayo;USA;;;
2023;6;Junio;Chile;;;
2023;6;Junio;Lebanon;;;
2023;6;Junio;Others;;;
2023;6;Junio;Spain;;;
2023;6;Junio;Syria;;;
2023;6;Junio;USA;;;
2023;7;Julio;Chile;;;
2023;7;Julio;Lebanon;;;
2023;7;Julio;Others;;;
2023;7;Julio;Spain;;;
2023;7;Julio;Syria;;;
2023;7;Julio;USA;;;
2023;8;Agosto;Chile;;;
2023;8;Agosto;Lebanon;;;
2023;8;Agosto;Others;;;
2023;8;Agosto;Spain;;;
2023;8;Agosto;Syria;;;
2023;8;Agosto;USA;;;
2023;9;Septiembre;Chile;;;
2023;9;Septiembre;Lebanon;;;
2023;9;Septiembre;Others;;;
2023;9;Septiembre;Spain;;;
2023;9;Septiembre;Syria;;;
2023;9;Septiembre;USA;;;
2023;10;Octubre;Chile;;;
2023;10;Octubre;Lebanon;;;
2023;10;Octubre;Others;;;
2023;10;Octubre;Spain;;;
2023;10;Octubre;Syria;;;
2023;10;Octubre;USA;;;
2023;11;Noviembre;Chile;;;
2023;11;Noviembre;Lebanon;;;
2023;11;Noviembre;Others;;;
2023;11;Noviembre;Spain;;;
2023;11;Noviembre;Syria;;;
2023;11;Noviembre;USA;;;
2023;12;Diciembre;Chile;;;
2023;12;Diciembre;Lebanon;;;
2023;12;Diciembre;Others;;;
2023;12;Diciembre;Spain;;;
2023;12;Diciembre;Syria;;;
2023;12;Diciembre;USA;;;
2024;1;Enero;Chile;;;
2024;1;Enero;Lebanon;;;
2024;1;Enero;Others;;;
2024;1;Enero;Spain;;;
2024;1;Enero;Syria;;;
2024;1;Enero;USA;;;
2024;2;Febrero;Chile;;;
2024;2;Febrero;Lebanon;;;
2024;2;Febrero;Others;;;
2024;2;Febrero;Spain;;;
2024;2;Febrero;Syria;;;
2024;2;Febrero;USA;;;
2024;3;Marzo;Chile;;;
2024;3;Marzo;Lebanon;;;
2024;3;Marzo;Others;;;
2024;3;Marzo;Spain;;;
2024;3;Marzo;Syria;;;
2024;3;Marzo;USA;;;
2024;4;Abril;Chile;;;
2024;4;Abril;Lebanon;;;
2024;4;Abril;Others;;;
2024;4;Abril;Spain;;;
2024;4;Abril;Syria;;;
2024;4;Abril;USA;;;
2024;5;Mayo;Chile;;;
2024;5;Mayo;Lebanon;;;
2024;5;Mayo;Others;;;
2024;5;Mayo;Spain;;;
2024;5;Mayo;Syria;;;
2024;5;Mayo;USA;;;
2024;6;Junio;Chile;;;
2024;6;Junio;Lebanon;;;
2024;6;Junio;Others;;;
2024;6;Junio;Spain;;;
2024;6;Junio;Syria;;;
2024;6;Junio;USA;;;
2024;7;Julio;Chile;;;
2024;7;Julio;Lebanon;;;
2024;7;Julio;Others;;;
2024;7;Julio;Spain;;;
2024;7;Julio;Syria;;;
2024;7;Julio;USA;;;
2024;8;Agosto;Chile;;;
2024;8;Agosto;Lebanon;;;
2024;8;Agosto;Others;;;
2024;8;Agosto;Spain;;;
2024;8;Agosto;Syria;;;
2024;8;Agosto;USA;;;
2024;9;Septiembre;Chile;;;
2024;9;Septiembre;Lebanon;;;
2024;9;Septiembre;Others;;;
2024;9;Septiembre;Spain;;;
2024;9;Septiembre;Syria;;;
2024;9;Septiembre;USA;;;
2024;10;Octubre;Chile;;;
2024;10;Octubre;Lebanon;;;
2024;10;Octubre;Others;;;
2024;10;Octubre;Spain;;;
2024;10;Octubre;Syria;;;
2024;10;Octubre;USA;;;
2024;11;Noviembre;Chile;;;
2024;11;Noviembre;Lebanon;;;
2024;11;Noviembre;Others;;;
2024;11;Noviembre;Spain;;;
2024;11;Noviembre;Syria;;;
2024;11;Noviembre;USA;;;
2024;12;Diciembre;Chile;;;
2024;12;Diciembre;Lebanon;;;
2024;12;Diciembre;Others;;;
2024;12;Diciembre;Spain;;;
2024;12;Diciembre;Syria;;;
2024;12;Diciembre;USA;;;
2025;1;Enero;Chile;;;
2025;1;Enero;Lebanon;;;
2025;1;Enero;Others;;;
2025;1;Enero;Spain;;;
2025;1;Enero;Syria;;;
2025;1;Enero;USA;;;
2025;2;Febrero;Chile;;;
2025;2;Febrero;Lebanon;;;
2025;2;Febrero;Others;;;
2025;2;Febrero;Spain;;;
2025;2;Febrero;Syria;;;
2025;2;Febrero;USA;;;
2025;3;Marzo;Chile;;;
2025;3;Marzo;Lebanon;;;
2025;3;Marzo;Others;;;
2025;3;Marzo;Spain;;;
2025;3;Marzo;Syria;;;
2025;3;Marzo;USA;;;
2025;4;Abril;Chile;;;
2025;4;Abril;Lebanon;;;
2025;4;Abril;Others;;;
2025;4;Abril;Spain;;;
2025;4;Abril;Syria;;;
2025;4;Abril;USA;;;
2025;5;Mayo;Chile;;;
2025;5;Mayo;Lebanon;;;
2025;5;Mayo;Others;;;
2025;5;Mayo;Spain;;;
2025;5;Mayo;Syria;;;
2025;5;Mayo;USA;;;
2025;6;Junio;Chile;;;
2025;6;Junio;Lebanon;;;
2025;6;Junio;Others;;;
2025;6;Junio;Spain;;;
2025;6;Junio;Syria;;;
2025;6;Junio;USA;;;
2025;7;Julio;Chile;;;
2025;7;Julio;Lebanon;;;
2025;7;Julio;Others;;;
2025;7;Julio;Spain;;;
2025;7;Julio;Syria;;;
2025;7;Julio;USA;;;
2025;8;Agosto;Chile;;;
2025;8;Agosto;Lebanon;;;
2025;8;Agosto;Others;;;
2025;8;Agosto;Spain;;;
2025;8;Agosto;Syria;;;
2025;8;Agosto;USA;;;
2025;9;Septiembre;Chile;;;
2025;9;Septiembre;Lebanon;;;
2025;9;Septiembre;Others;;;
2025;9;Septiembre;Spain;;;
2025;9;Septiembre;Syria;;;
2025;9;Septiembre;USA;;;
2025;10;Octubre;Chile;;;
2025;10;Octubre;Lebanon;;;
2025;10;Octubre;Others;;;
2025;10;Octubre;Spain;;;
2025;10;Octubre;Syria;;;
2025;10;Octubre;USA;;;
2025;11;Noviembre;Chile;;;
2025;11;Noviembre;Lebanon;;;
2025;11;Noviembre;Others;;;
2025;11;Noviembre;Spain;;;
2025;11;Noviembre;Syria;;;
2025;11;Noviembre;USA;;;
2025;12;Diciembre;Chile;;;
2025;12;Diciembre;Lebanon;;;
2025;12;Diciembre;Others;;;
2025;12;Diciembre;Spain;;;
2025;12;Diciembre;Syria;;;
2025;12;Diciembre;USA;;;
